booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking
343,92904,Cancelled,2017-01-12,2017-01-13,1,296,3444,728,2017-01-05
344,126313,Stayed,2017-01-10,2017-01-11,1,296,3054,801,2017-01-08
345,193742,Stayed,2017-01-20,2017-01-22,1,421,3832,972,2017-01-19
346,30671,Cancelled,2017-01-27,2017-01-28,1,314,2209,468,2017-01-27
347,45412,Stayed,2017-01-26,2017-01-27,1,331,2794,591,2017-01-26
348,45412,Cancelled,2017-01-25,2017-01-26,1,331,2534,536,2017-01-25
349,63032,Stayed,2017-01-15,2017-01-16,1,331,2404,508,2017-01-15
350,45412,Stayed,2017-01-12,2017-01-13,1,331,2404,508,2017-01-12
351,45412,Stayed,2017-01-11,2017-01-12,1,331,2599,550,2017-01-11
352,45412,Stayed,2017-01-10,2017-01-11,1,331,2469,627,2017-01-09
353,128226,Stayed,2017-01-07,2017-01-10,1,331,7406,1880,2017-01-06
354,63032,Stayed,2017-01-06,2017-01-07,1,331,2274,578,2017-01-06
355,189468,Stayed,2017-01-17,2017-01-19,1,93,4417,935,2017-01-09
356,2827,Stayed,2017-02-08,2017-02-10,1,93,4157,880,2017-01-25
357,119314,Cancelled,2017-01-16,2017-01-17,1,92,2404,508,2017-01-12
358,38803,Stayed,2017-01-09,2017-01-13,1,92,10395,2639,2017-01-06
359,92904,Cancelled,2017-01-11,2017-01-12,1,92,3054,646,2017-01-05
360,153421,No Show,2017-01-12,2017-01-14,1,205,5977,1315,2017-01-09
361,92904,Stayed,2017-01-11,2017-01-12,1,205,2924,618,2017-01-11
362,153421,No Show,2017-01-11,2017-01-12,1,205,2501,656,2017-01-09
363,92904,Stayed,2017-01-10,2017-01-11,1,205,2599,550,2017-01-05
364,65796,Stayed,2017-01-09,2017-01-10,1,205,2274,578,2017-01-09
365,65796,Stayed,2017-01-07,2017-01-08,1,205,2274,501,2017-01-07
366,65796,Stayed,2017-01-08,2017-01-09,1,205,2274,578,2017-01-08
367,153421,Cancelled,2017-01-10,2017-01-11,1,205,2274,501,2017-01-07
368,153421,Cancelled,2017-01-13,2017-01-14,1,205,3054,672,2017-01-07
369,153421,Cancelled,2017-01-12,2017-01-13,1,205,3054,672,2017-01-07
370,153421,Cancelled,2017-01-11,2017-01-12,1,205,2729,716,2017-01-08
371,77837,Cancelled,2017-02-14,2017-02-17,1,668,10331,2273,2017-01-21
372,20154,Stayed,2017-01-13,2017-01-14,1,668,3184,673,2017-01-13
373,15300,Cancelled,2017-01-30,2017-01-31,1,716,3119,686,2017-01-30
374,130844,Cancelled,2017-01-28,2017-01-29,1,716,3704,815,2017-01-27
375,74653,Stayed,2017-01-15,2017-01-16,1,716,3444,758,2017-01-15
376,23913,Stayed,2017-01-05,2017-01-06,1,716,2859,726,2017-01-05
377,23913,Cancelled,2017-01-05,2017-01-06,1,716,3119,818,2017-01-05
378,82702,Cancelled,2017-01-06,2017-01-08,1,716,6887,1748,2017-01-03
379,124801,Cancelled,2017-01-02,2017-01-03,1,716,3379,858,2017-01-02
380,98338,Cancelled,2017-01-10,2017-01-11,1,462,2924,767,2017-01-10
381,163768,Stayed,2017-01-06,2017-01-08,1,135,5457,1431,2017-01-04
382,20597,Cancelled,2017-02-02,2017-02-06,1,135,11955,3035,2017-01-12
383,155124,No Show,2017-01-26,2017-01-28,1,135,5587,1183,2017-01-26
384,155124,Cancelled,2017-01-27,2017-01-28,1,135,3054,776,2017-01-26
385,150731,Cancelled,2017-02-23,2017-02-26,2,129,26512,6730,2017-01-29
386,128782,Cancelled,2017-01-14,2017-01-15,1,129,3249,688,2017-01-14
387,50641,Cancelled,2017-01-08,2017-01-09,1,25,3444,0,2017-01-07
388,23913,Cancelled,2017-01-05,2017-01-06,1,25,3054,776,2017-01-05
389,179988,Cancelled,2017-02-08,2017-02-09,1,114,5654,1196,2017-01-25
390,155124,Cancelled,2017-01-26,2017-01-27,1,114,3639,924,2017-01-26
391,130118,No Show,2017-01-15,2017-01-16,1,147,4029,853,2017-01-02
392,151526,Cancelled,2017-01-14,2017-01-15,1,147,3704,941,2017-01-13
393,21595,Stayed,2017-01-27,2017-01-28,1,350,2729,578,2017-01-27
394,21595,Stayed,2017-01-27,2017-01-28,1,350,2729,693,2017-01-27
395,7971,Cancelled,2017-01-24,2017-01-25,1,350,2859,605,2017-01-23
396,28805,Stayed,2017-01-22,2017-01-23,1,350,2859,1210,2017-01-21
397,12255,Cancelled,2017-01-25,2017-01-27,1,366,3201,678,2017-01-20
398,95174,Stayed,2017-01-19,2017-01-20,1,366,2092,442,2017-01-18
399,23806,No Show,2017-01-15,2017-01-16,1,366,1495,317,2017-01-15
400,74325,No Show,2017-01-05,2017-01-06,1,366,2062,541,2017-01-05
401,93264,Stayed,2017-01-05,2017-01-06,1,366,1300,330,2017-01-05
402,12255,Stayed,2017-01-25,2017-01-27,1,375,3767,798,2017-01-20
403,12255,Cancelled,2017-01-25,2017-01-27,1,375,3767,798,2017-01-20
404,42551,Stayed,2017-01-18,2017-01-19,1,375,1884,398,2017-01-17
405,101548,Cancelled,2017-01-31,2017-02-01,1,960,1560,330,2017-01-31
406,101548,Cancelled,2017-01-29,2017-01-30,1,960,1560,330,2017-01-29
407,85351,Stayed,2017-01-27,2017-01-29,1,960,3684,811,2017-01-26
408,181599,Stayed,2017-01-23,2017-01-25,2,960,6360,1399,2017-01-18
409,74325,Stayed,2017-01-08,2017-01-09,1,960,1300,341,2017-01-08
410,80621,Cancelled,2017-01-08,2017-01-09,1,960,3169,832,2017-01-04
411,110402,Cancelled,2017-01-06,2017-01-07,1,348,1949,495,2017-01-03
412,106764,Cancelled,2017-01-21,2017-01-22,1,579,2274,481,2017-01-20
413,16292,Stayed,2017-01-21,2017-01-22,1,579,2404,508,2017-01-18
414,82702,Stayed,2017-01-06,2017-01-08,1,579,4547,1154,2017-01-03
415,194124,Stayed,2017-01-06,2017-01-07,1,579,1819,462,2017-01-06
416,86098,Stayed,2017-01-01,2017-01-02,1,579,2599,550,2017-01-01
417,30995,Cancelled,2017-01-27,2017-01-28,1,380,2404,611,2017-01-23
418,161755,Cancelled,2017-01-02,2017-01-03,1,380,1949,495,2017-01-02
419,29124,Cancelled,2017-01-02,2017-01-03,1,380,2144,453,2017-01-01
420,144450,Stayed,2017-02-10,2017-02-11,1,396,3509,743,2017-01-31
421,43523,Cancelled,2017-01-15,2017-01-16,1,396,2989,658,2017-01-15
422,163779,Stayed,2017-01-12,2017-01-13,1,441,3119,660,2017-01-12
423,126315,Stayed,2017-02-07,2017-02-10,2,391,16372,3601,2017-01-30
424,83467,Stayed,2017-01-21,2017-01-22,1,62,2274,481,2017-01-21
425,154248,Cancelled,2017-01-19,2017-01-20,1,62,2144,453,2017-01-19
426,154248,Cancelled,2017-01-19,2017-01-20,1,62,2144,453,2017-01-18
427,136431,Cancelled,2017-01-30,2017-01-31,1,62,1949,413,2017-01-30
428,48935,Cancelled,2017-01-15,2017-01-16,1,62,1949,429,2017-01-14
429,40035,Stayed,2017-01-14,2017-01-15,1,62,2014,426,2017-01-14
430,177670,Stayed,2017-01-13,2017-01-14,1,62,1754,371,2017-01-13
431,24838,Stayed,2017-01-11,2017-01-12,1,62,2209,468,2017-01-11
432,89811,Stayed,2017-01-09,2017-01-10,1,62,1689,429,2017-01-09
433,136431,Stayed,2017-01-02,2017-01-03,1,62,2794,591,2017-01-02
434,126821,Stayed,2017-01-03,2017-01-04,2,62,5327,1352,2017-01-02
435,126821,Stayed,2017-01-03,2017-01-04,1,62,2664,677,2017-01-02
436,33021,No Show,2017-01-01,2017-01-02,1,62,2252,476,2017-01-01
437,177670,Cancelled,2017-01-09,2017-01-10,1,62,1884,479,2017-01-09
438,16277,Cancelled,2017-03-03,2017-03-10,1,233,27937,5910,2017-01-08
439,122587,Stayed,2017-01-31,2017-02-01,1,233,1949,413,2017-01-31
440,166643,Cancelled,2017-01-30,2017-01-31,1,233,2664,586,2017-01-30
441,7936,Stayed,2017-01-14,2017-01-15,1,313,2729,578,2017-01-14
442,111950,Stayed,2017-01-13,2017-01-14,1,313,2729,578,2017-01-13
443,50900,Cancelled,2017-01-12,2017-01-13,1,313,2729,601,2017-01-12
444,14778,Cancelled,2017-03-03,2017-03-05,1,378,11307,2393,2017-01-30
445,145486,No Show,2017-01-03,2017-01-04,1,378,4939,1045,2017-01-01
446,69450,Cancelled,2017-01-31,2017-02-01,1,74,2209,468,2017-01-31
447,69450,Cancelled,2017-01-31,2017-02-01,1,74,1949,413,2017-01-30
448,20408,Stayed,2017-01-29,2017-01-30,1,74,2534,558,2017-01-28
449,55143,Cancelled,2017-01-27,2017-01-28,1,74,3379,715,2017-01-27
450,55143,Stayed,2017-01-26,2017-01-27,1,74,2924,618,2017-01-26
451,55143,Stayed,2017-01-22,2017-01-26,1,74,11497,2432,2017-01-21
452,198590,Stayed,2017-01-22,2017-01-23,1,74,2144,453,2017-01-22
453,57573,Stayed,2017-01-22,2017-01-23,1,74,2144,545,2017-01-22
454,69450,Stayed,2017-01-21,2017-01-22,1,74,2144,453,2017-01-21
455,69450,Stayed,2017-01-20,2017-01-21,1,74,2079,528,2017-01-20
456,55143,Cancelled,2017-01-18,2017-01-22,1,74,10717,2267,2017-01-18
457,193175,Stayed,2017-01-10,2017-01-12,1,74,4547,1154,2017-01-10
458,183557,Cancelled,2017-01-11,2017-01-12,1,74,2599,660,2017-01-10
459,116791,Cancelled,2017-01-12,2017-01-13,1,116,1689,358,2017-01-11
460,67664,Cancelled,2017-01-15,2017-01-16,1,116,1884,415,2017-01-15
461,107073,Cancelled,2017-01-28,2017-01-29,1,178,2599,550,2017-01-27
462,53934,Cancelled,2017-01-18,2017-01-19,1,263,2274,481,2017-01-17
463,21052,Stayed,2017-01-11,2017-01-12,1,263,2014,426,2017-01-11
464,51987,Stayed,2017-01-08,2017-01-09,1,263,2014,512,2017-01-08
465,160722,Stayed,2017-01-05,2017-01-06,1,263,1819,462,2017-01-05
466,162890,Stayed,2017-02-04,2017-02-05,1,21,2469,523,2017-01-29
467,180948,Stayed,2017-01-27,2017-01-28,1,21,1559,330,2017-01-27
468,45625,Stayed,2017-01-19,2017-01-20,1,21,1819,385,2017-01-19
469,49431,Stayed,2017-01-13,2017-01-14,1,21,2469,523,2017-01-13
470,13139,Cancelled,2017-01-04,2017-01-05,1,21,2144,545,2017-01-03
471,13139,Cancelled,2017-01-03,2017-01-04,1,21,2144,545,2017-01-03
472,155186,Stayed,2017-02-02,2017-02-03,1,29,1884,398,2017-01-31
473,13951,Stayed,2017-01-28,2017-01-29,1,29,2014,426,2017-01-27
474,23457,Stayed,2017-01-21,2017-01-22,1,29,2274,501,2017-01-21
475,163241,Stayed,2017-01-18,2017-01-19,1,29,2014,426,2017-01-17
476,163241,Cancelled,2017-01-17,2017-01-18,1,29,2014,426,2017-01-15
477,138882,Stayed,2017-01-13,2017-01-15,1,29,3442,728,2017-01-13
478,138882,Cancelled,2017-01-14,2017-01-15,1,29,2339,495,2017-01-14
479,151220,Stayed,2017-01-30,2017-01-31,2,3,3897,989,2017-01-30
480,15900,Cancelled,2017-01-29,2017-01-30,1,3,2014,426,2017-01-28
481,44371,Stayed,2017-01-21,2017-01-22,1,3,2339,495,2017-01-19
482,144642,Stayed,2017-01-20,2017-01-21,1,3,2079,458,2017-01-19
483,7121,Stayed,2017-01-18,2017-01-19,1,3,2079,458,2017-01-17
484,68127,Stayed,2017-01-15,2017-01-16,1,3,2339,495,2017-01-15
485,138579,Cancelled,2017-01-15,2017-01-21,6,3,91962,20231,2017-01-12
486,123820,Stayed,2017-01-11,2017-01-12,1,3,2079,440,2017-01-10
487,5977,Stayed,2017-01-09,2017-01-10,1,3,926,235,2017-01-09
488,6033,Cancelled,2017-01-07,2017-01-08,1,3,2209,580,2017-01-06
489,193175,Stayed,2017-01-06,2017-01-07,1,3,2339,594,2017-01-06
490,193175,Stayed,2017-01-05,2017-01-06,1,3,2144,545,2017-01-05
491,102430,Cancelled,2017-01-02,2017-01-03,1,3,2469,523,2017-01-01
492,14601,Stayed,2017-02-04,2017-02-05,1,33,1949,413,2017-01-26
493,19536,Cancelled,2017-02-01,2017-02-02,1,33,1949,413,2017-01-30
494,71170,Stayed,2017-01-29,2017-01-31,1,33,2987,758,2017-01-28
495,19536,Stayed,2017-01-28,2017-01-29,1,33,2079,440,2017-01-17
496,19536,Stayed,2017-01-27,2017-01-28,1,33,2404,508,2017-01-26
497,7731,Cancelled,2017-01-29,2017-01-30,1,33,1949,413,2017-01-26
498,9133,Cancelled,2017-01-26,2017-01-27,1,33,2404,508,2017-01-24
499,61311,Cancelled,2017-01-26,2017-01-27,1,33,2404,508,2017-01-26
500,1864,Stayed,2017-01-25,2017-01-26,1,33,1754,371,2017-01-25
501,21418,Cancelled,2017-01-23,2017-01-24,1,33,1689,358,2017-01-22
502,171636,Stayed,2017-01-21,2017-01-22,1,33,2079,528,2017-01-16
503,13131,Stayed,2017-01-21,2017-01-22,1,33,2144,453,2017-01-09
504,119112,Stayed,2017-01-21,2017-01-22,1,33,1949,413,2017-01-19
505,60515,Cancelled,2017-01-22,2017-01-23,1,33,2079,440,2017-01-15
506,98373,Stayed,2017-01-20,2017-01-21,1,33,1949,413,2017-01-19
507,51987,Stayed,2017-01-19,2017-01-20,1,33,2144,453,2017-01-18
508,81637,Stayed,2017-01-18,2017-01-19,1,33,1949,429,2017-01-18
509,119112,Cancelled,2017-01-21,2017-01-22,1,33,2144,453,2017-01-14
510,171636,Cancelled,2017-01-21,2017-01-22,1,33,2079,440,2017-01-15
511,46697,No Show,2017-01-13,2017-01-14,1,33,2209,468,2017-01-12
512,119112,Cancelled,2017-01-14,2017-01-15,1,33,2209,468,2017-01-07
513,19536,Cancelled,2017-01-28,2017-01-29,1,33,2079,440,2017-01-17
514,162890,Stayed,2017-01-09,2017-01-10,1,33,1754,446,2017-01-09
515,85376,Stayed,2017-01-07,2017-01-08,1,33,2729,693,2017-01-07
516,44356,Stayed,2017-01-02,2017-01-03,1,33,2079,440,2017-01-02
517,13139,Cancelled,2017-01-05,2017-01-06,1,33,2144,545,2017-01-05
518,11332,Stayed,2017-01-08,2017-01-14,1,420,11692,2968,2017-01-05
519,189769,Stayed,2017-01-01,2017-01-02,1,420,2469,523,2017-01-01
520,181839,Stayed,2017-01-27,2017-01-28,1,305,1949,413,2017-01-27
521,21854,Cancelled,2017-01-28,2017-01-29,1,305,2339,495,2017-01-23
522,127661,Stayed,2017-01-14,2017-01-21,1,305,14551,3078,2017-01-14
523,30963,Stayed,2017-01-13,2017-01-14,1,305,2209,468,2017-01-12
524,13951,Stayed,2017-01-07,2017-01-09,1,305,4547,1154,2017-01-06
525,141491,Stayed,2017-01-07,2017-01-08,1,305,2274,578,2017-01-07
526,13951,Stayed,2017-01-21,2017-01-22,1,305,2014,426,2017-01-20
527,4595,Stayed,2017-02-01,2017-02-02,1,37,2339,495,2017-01-30
528,8861,Stayed,2017-01-30,2017-01-31,1,37,2144,453,2017-01-30
529,13091,Stayed,2017-01-16,2017-01-17,1,37,1624,343,2017-01-16
530,75070,Cancelled,2017-01-11,2017-01-12,1,37,1884,398,2017-01-11
531,4595,Cancelled,2017-01-06,2017-01-07,1,37,2339,594,2017-01-04
532,3770,Stayed,2017-01-05,2017-01-06,1,37,2339,594,2017-01-05
533,22963,Stayed,2017-01-25,2017-01-26,1,463,2014,426,2017-01-24
534,107073,Stayed,2017-01-28,2017-01-29,1,449,2817,596,2017-01-28
535,19130,Stayed,2017-01-24,2017-01-26,1,449,3812,838,2017-01-24
536,50869,Cancelled,2017-01-26,2017-01-27,1,449,2192,464,2017-01-25
537,16287,Stayed,2017-01-24,2017-01-25,1,449,2192,464,2017-01-24
538,105510,Stayed,2017-01-15,2017-01-16,1,449,2783,589,2017-01-11
539,135460,Stayed,2017-01-14,2017-01-15,1,449,2522,534,2017-01-14
540,62101,Stayed,2017-01-14,2017-01-15,1,449,2192,464,2017-01-14
541,152685,Cancelled,2017-01-08,2017-01-09,1,449,2757,700,2017-01-07
542,128702,Stayed,2017-01-07,2017-01-08,1,449,2349,596,2017-01-07
543,78628,Stayed,2017-01-23,2017-01-24,1,449,2206,466,2017-01-23
544,99794,Stayed,2017-01-03,2017-01-04,1,449,2042,536,2017-01-03
545,81709,Cancelled,2017-01-02,2017-01-03,1,449,2192,464,2017-01-01
546,765,Stayed,2017-01-26,2017-01-27,1,13,1949,578,2017-01-25
547,165031,Stayed,2017-01-22,2017-01-23,1,13,1819,385,2017-01-22
548,165031,Cancelled,2017-01-22,2017-01-23,1,13,2209,468,2017-01-18
549,87679,Stayed,2017-01-19,2017-01-21,1,13,3117,685,2017-01-18
550,8353,Cancelled,2017-01-21,2017-01-22,1,13,1949,413,2017-01-18
551,12485,Stayed,2017-01-07,2017-01-08,1,13,2209,561,2017-01-07
552,165031,Stayed,2017-01-28,2017-01-29,1,13,1949,413,2017-01-27
553,10453,Stayed,2017-02-08,2017-02-09,1,207,1754,386,2017-01-29
554,10453,Stayed,2017-01-26,2017-01-28,1,207,3637,800,2017-01-26
555,60132,Stayed,2017-01-25,2017-01-26,2,207,4157,1055,2017-01-24
556,7970,Stayed,2017-01-25,2017-01-26,1,207,1819,385,2017-01-24
557,10453,Cancelled,2017-01-26,2017-01-28,1,207,3637,800,2017-01-16
558,77525,Stayed,2017-01-21,2017-01-22,1,207,1819,385,2017-01-16
559,63947,No Show,2017-01-30,2017-01-31,1,207,1494,316,2017-01-29
560,98373,Cancelled,2017-01-20,2017-01-21,1,207,1819,385,2017-01-19
561,11404,Cancelled,2017-01-19,2017-01-20,1,207,1819,400,2017-01-17
562,77525,Cancelled,2017-01-21,2017-01-22,1,207,1949,413,2017-01-16
563,130031,Stayed,2017-01-14,2017-01-15,1,207,1949,413,2017-01-14
564,108169,Cancelled,2017-01-20,2017-01-21,1,207,1949,413,2017-01-12
565,7970,Stayed,2017-01-11,2017-01-12,1,207,1949,413,2017-01-11
566,21052,Stayed,2017-01-09,2017-01-10,1,207,2014,512,2017-01-08
567,137115,Stayed,2017-01-06,2017-01-07,1,207,1884,479,2017-01-03
568,182041,No Show,2017-01-02,2017-01-03,1,207,1884,398,2017-01-01
569,15037,No Show,2017-01-02,2017-01-03,1,207,1884,398,2017-01-01
570,196020,Cancelled,2017-01-01,2017-01-02,1,207,2339,495,2017-01-01
571,13959,Stayed,2017-01-20,2017-01-24,1,629,8637,1827,2017-01-18
572,14601,Stayed,2017-01-21,2017-01-22,1,629,2404,508,2017-01-21
573,14601,Cancelled,2017-01-21,2017-01-22,1,629,1689,358,2017-01-21
574,75070,Cancelled,2017-01-10,2017-01-11,1,629,2144,545,2017-01-10
575,197313,Stayed,2017-01-06,2017-01-08,1,629,4157,914,2017-01-05
576,32837,No Show,2017-01-26,2017-01-27,1,629,2144,453,2017-01-26
577,83735,Stayed,2017-01-05,2017-01-06,1,629,2079,528,2017-01-03
578,136431,Stayed,2017-01-03,2017-01-04,1,629,2209,561,2017-01-03
579,22963,Cancelled,2017-01-30,2017-01-31,1,440,2079,440,2017-01-30
580,134836,Stayed,2017-01-25,2017-01-26,1,16,2729,578,2017-01-22
581,165303,Stayed,2017-01-24,2017-01-25,1,16,2599,550,2017-01-24
582,134836,Stayed,2017-01-12,2017-01-13,1,16,3119,792,2017-01-04
583,11659,Stayed,2017-01-01,2017-01-02,2,16,6237,1320,2017-01-01
584,59877,Stayed,2017-02-01,2017-02-02,1,955,2209,468,2017-01-30
585,151502,Cancelled,2017-01-15,2017-01-16,1,955,2339,495,2017-01-15
586,178968,Stayed,2017-01-03,2017-01-04,1,955,1819,462,2017-01-03
587,17641,Stayed,2017-01-29,2017-01-30,1,955,1884,415,2017-01-27
588,8605,Cancelled,2017-01-04,2017-01-05,1,955,2144,545,2017-01-03
589,23503,Stayed,2017-01-28,2017-01-29,1,515,2859,605,2017-01-28
590,33493,No Show,2017-01-27,2017-01-28,1,515,2599,550,2017-01-27
591,33493,Stayed,2017-01-14,2017-01-15,2,523,4157,880,2017-01-14
592,113889,Stayed,2017-01-14,2017-01-15,1,523,2079,440,2017-01-14
593,168886,Cancelled,2017-01-14,2017-01-15,1,523,2404,508,2017-01-12
594,21152,Stayed,2017-01-04,2017-01-05,1,243,2014,443,2017-01-03
595,44291,Cancelled,2017-01-25,2017-01-26,1,399,2144,545,2017-01-25
596,23806,Cancelled,2017-01-15,2017-01-16,1,399,2209,561,2017-01-14
597,18314,Cancelled,2017-01-06,2017-01-07,1,399,2534,644,2017-01-05
598,108360,Stayed,2017-02-02,2017-02-03,1,848,2534,536,2017-01-31
599,108360,Cancelled,2017-02-01,2017-02-02,1,848,2534,536,2017-01-31
600,29619,Stayed,2017-01-18,2017-01-19,1,848,2534,536,2017-01-17
601,171784,Stayed,2017-01-15,2017-01-16,1,848,2664,563,2017-01-15
602,195924,Cancelled,2017-01-09,2017-01-10,1,848,2599,660,2017-01-09
603,195924,Cancelled,2017-01-09,2017-01-10,1,848,2599,660,2017-01-09
604,80607,Stayed,2017-01-28,2017-01-29,1,131,1819,385,2017-01-20
605,96563,Stayed,2017-01-15,2017-01-16,1,131,2274,481,2017-01-15
606,136456,Stayed,2017-01-10,2017-01-11,1,131,1559,396,2017-01-10
607,181852,Stayed,2017-01-05,2017-01-06,1,131,1624,426,2017-01-05
608,74860,Stayed,2017-01-30,2017-01-31,1,653,2274,481,2017-01-28
609,74860,Cancelled,2017-01-30,2017-01-31,1,653,2729,578,2017-01-27
610,127446,Stayed,2017-01-26,2017-01-27,1,653,2599,660,2017-01-26
611,71922,Stayed,2017-01-24,2017-01-25,2,653,4027,853,2017-01-22
612,71922,Cancelled,2017-01-21,2017-01-22,2,653,4547,963,2017-01-21
613,145744,Stayed,2017-01-20,2017-01-21,1,653,2274,481,2017-01-20
614,178405,Stayed,2017-01-18,2017-01-19,1,653,2274,481,2017-01-14
615,145744,Cancelled,2017-01-15,2017-01-16,1,653,2339,495,2017-01-15
616,36818,Stayed,2017-02-01,2017-02-02,2,653,4417,935,2017-01-31
617,87764,Stayed,2017-01-12,2017-01-13,1,653,1754,446,2017-01-12
618,87764,Cancelled,2017-01-12,2017-01-13,1,653,1754,446,2017-01-12
619,74860,Stayed,2017-01-11,2017-01-12,1,653,2339,495,2017-01-10
620,56421,Stayed,2017-01-11,2017-01-12,1,653,2339,594,2017-01-10
621,87764,Cancelled,2017-01-10,2017-01-11,1,653,1884,479,2017-01-10
622,74860,Cancelled,2017-01-11,2017-01-12,1,653,2469,523,2017-01-09
623,171782,Stayed,2017-01-09,2017-01-10,1,653,1754,446,2017-01-08
624,1864,Stayed,2017-01-02,2017-01-03,1,653,2534,536,2017-01-02
625,150771,Cancelled,2017-02-02,2017-02-03,1,346,2274,481,2017-01-25
626,42741,Stayed,2017-01-25,2017-01-27,1,346,5132,1086,2017-01-24
627,150771,Stayed,2017-01-26,2017-01-27,1,346,2274,481,2017-01-26
628,106973,Cancelled,2017-01-25,2017-01-26,1,346,2209,486,2017-01-25
629,44291,Cancelled,2017-01-25,2017-01-26,1,346,1754,446,2017-01-25
630,150771,Cancelled,2017-01-26,2017-01-27,1,346,2599,550,2017-01-23
631,52787,Stayed,2017-01-24,2017-01-25,1,346,1754,446,2017-01-23
632,42741,Cancelled,2017-01-25,2017-01-26,1,346,2534,536,2017-01-24
633,91083,Stayed,2017-01-21,2017-01-22,1,346,2534,536,2017-01-20
634,87764,Stayed,2017-01-20,2017-01-21,1,346,1559,330,2017-01-20
635,87764,No Show,2017-01-19,2017-01-20,1,346,1754,371,2017-01-18
636,61921,Cancelled,2017-01-15,2017-01-16,1,346,2209,468,2017-01-14
637,192035,Stayed,2017-01-08,2017-01-09,1,346,2729,693,2017-01-07
638,192035,Stayed,2017-01-07,2017-01-08,1,346,2404,611,2017-01-05
639,175626,Cancelled,2017-01-05,2017-01-06,1,346,2404,630,2017-01-05
640,59866,Stayed,2017-01-04,2017-01-05,1,346,1949,512,2017-01-04
641,86311,Stayed,2017-01-01,2017-01-02,1,346,3199,677,2017-01-01
642,14499,Cancelled,2017-01-16,2017-01-18,10,346,59254,12535,2017-01-01
643,32837,Stayed,2017-01-16,2017-01-17,1,176,2209,468,2017-01-15
644,4043,Cancelled,2017-01-25,2017-01-26,1,50,2729,578,2017-01-24
645,25479,Cancelled,2017-01-23,2017-01-24,1,50,2729,578,2017-01-23
646,122472,Stayed,2017-01-21,2017-01-22,1,50,3249,688,2017-01-21
647,20133,Stayed,2017-01-21,2017-01-22,1,50,2859,629,2017-01-20
648,7412,Stayed,2017-01-20,2017-01-21,1,50,2924,618,2017-01-07
649,20133,Cancelled,2017-01-21,2017-01-22,1,50,2859,0,2017-01-20
650,45644,Stayed,2017-01-11,2017-01-13,1,50,5977,1265,2017-01-11
651,65873,Stayed,2017-01-08,2017-01-09,1,50,3119,792,2017-01-07
652,35292,Stayed,2017-01-07,2017-01-08,1,50,3834,974,2017-01-07
653,162890,No Show,2017-01-07,2017-01-08,1,50,2664,677,2017-01-02
654,3449,Stayed,2017-01-05,2017-01-06,1,50,2989,759,2017-01-05
655,149241,Stayed,2017-01-05,2017-01-06,1,50,2989,759,2017-01-05
656,3449,Stayed,2017-01-04,2017-01-05,1,50,2989,759,2017-01-04
657,45644,Stayed,2017-01-02,2017-01-04,1,50,4807,1018,2017-01-02
658,191472,Cancelled,2017-01-29,2017-01-30,1,241,1689,358,2017-01-28
659,30999,Stayed,2017-01-27,2017-01-28,1,241,1949,413,2017-01-25
660,220,Stayed,2017-01-25,2017-01-26,1,241,1754,371,2017-01-25
661,220,Cancelled,2017-01-25,2017-01-26,1,241,1689,358,2017-01-24
662,40671,Stayed,2017-01-21,2017-01-22,1,241,1949,413,2017-01-17
663,128702,Cancelled,2017-01-07,2017-01-08,1,241,1949,495,2017-01-03
664,182860,Stayed,2017-01-05,2017-01-06,1,241,2014,512,2017-01-04
665,146622,Stayed,2017-01-04,2017-01-05,1,241,2014,512,2017-01-04
666,114316,Cancelled,2017-02-13,2017-02-14,1,310,2534,536,2017-01-30
667,114316,Cancelled,2017-02-08,2017-02-09,1,310,2274,481,2017-01-30
668,29627,No Show,2017-01-25,2017-01-26,1,239,2053,435,2017-01-25
